סוג מוצר,שם קופה,שם חברה,קוד קופה,חשיפה למניות,"חשיפה לחו""ל","חשיפה למט""ח","אג""ח ממשלתיות סחירות","אג""ח קונצרני סחיר ותעודות סל אג""חיות","אג""ח קונצרניות לא סחירות","מניות, אופציות ותעודות סל מנייתיות",פיקדונות,הלוואות,מזומנים ושווי מזומנים,קרנות נאמנות,נכסים אחרים,נכסים סחירים ונזילים,נכסים לא סחירים,נכסים בארץ,"נכסים בחו""ל ובמט""ח",מקור
גמל/השתלמות,אנליסט השתלמות מניות,אנליסט שירותי ניהול השקעות,963,98.62%,72.79%,30.6%,33.79%,0.0%,0.0%,49.58%,-0.35%,0.62%,14.07%,0.0%,2.29%,99.29%,0.71%,67.08%,32.92%,gemel.xml
גמל/השתלמות,אנליסט השתלמות משולב סחיר,אנליסט שירותי ניהול השקעות,8779,46.76%,105.48%,98.05%,38.11%,21.49%,0.0%,28.91%,0.0%,0.0%,10.57%,0.0%,0.92%,100.05%,-0.05%,2.01%,97.99%,gemel.xml
גמל/השתלמות,אנליסט השתלמות עוקב מדד S&amp;P500,אנליסט שירותי ניהול השקעות,13853,100.21%,103.22%,100.08%,36.54%,0.0%,0.0%,54.21%,1.78%,0.0%,8.18%,0.0%,-0.7%,100.46%,-0.46%,81.01%,18.99%,gemel.xml
גמל/השתלמות,אנליסט השתלמות עוקב מדדי מניות,אנליסט שירותי ניהול השקעות,15312,98.62%,112.38%,98.67%,13.76%,0.0%,0.0%,82.99%,0.0%,0.0%,2.44%,0.0%,0.81%,100.04%,-0.04%,41.89%,58.11%,gemel.xml
גמל/השתלמות,אנליסט השתלמות עוקב מדדים - גמיש,אנליסט שירותי ניהול השקעות,15311,97.84%,0.0%,0.0%,0.0%,0.0%,0.0%,97.84%,0.0%,0.0%,2.2%,0.0%,-0.04%,100.04%,-0.04%,100.0%,0.0%,gemel.xml
גמל/השתלמות,אנליסט חיסכון לילד - חוסכים המעדיפים סיכון בינוני,אנליסט שירותי ניהול השקעות,11366,51.93%,33.88%,25.07%,24.32%,24.46%,0.52%,43.49%,0.0%,0.0%,5.81%,0.0%,1.39%,98.62%,1.38%,72.46%,27.54%,gemel.xml
גמל/השתלמות,אנליסט חיסכון לילד - חוסכים המעדיפים סיכון מועט,אנליסט שירותי ניהול השקעות,11365,32.02%,25.71%,18.43%,33.54%,32.24%,0.55%,24.45%,-0.07%,0.01%,7.96%,0.0%,1.33%,98.56%,1.44%,78.72%,21.28%,gemel.xml
גמל/השתלמות,אנליסט חיסכון לילד- חוסכים המעדיפים סיכון מוגבר,אנליסט שירותי ניהול השקעות,11367,97.07%,71.24%,30.62%,34.2%,0.0%,0.0%,50.22%,-0.35%,0.0%,13.58%,0.0%,2.35%,99.86%,0.14%,66.61%,33.39%,gemel.xml
גמל/השתלמות,אנליסט קופה מרכזית לפיצויים מסלול כללי,אנליסט שירותי ניהול השקעות,118,53.63%,37.62%,27.47%,28.95%,24.39%,0.54%,37.11%,0.0%,0.0%,7.52%,0.0%,1.48%,98.82%,1.18%,71.7%,28.3%,gemel.xml
גמל/השתלמות,"אנליסט קופת גמל להשקעה אשראי ואג""ח",אנליסט שירותי ניהול השקעות,7837,0.84%,5.34%,5.53%,45.29%,49.48%,0.14%,0.0%,0.0%,0.0%,4.92%,0.0%,0.17%,99.89%,0.11%,95.42%,4.58%,gemel.xml
גמל/השתלמות,"אנליסט קופת גמל להשקעה אשראי ואג""ח עד 25% מניות",אנליסט שירותי ניהול השקעות,7986,22.77%,19.95%,14.47%,41.22%,37.15%,0.44%,15.03%,0.0%,0.0%,4.94%,0.0%,1.22%,98.83%,1.17%,83.7%,16.3%,gemel.xml
גמל/השתלמות,אנליסט קופת גמל להשקעה כללי,אנליסט שירותי ניהול השקעות,7834,47.14%,32.16%,20.68%,32.07%,23.33%,0.33%,28.29%,-0.08%,1.24%,13.22%,0.0%,1.61%,97.73%,2.27%,79.03%,20.97%,gemel.xml
גמל/השתלמות,אנליסט קופת גמל להשקעה כספי (שקלי),אנליסט שירותי ניהול השקעות,7839,0.0%,0.0%,0.0%,92.02%,7.07%,0.0%,0.0%,0.0%,0.0%,0.63%,0.0%,0.28%,100.19%,-0.19%,100.0%,0.0%,gemel.xml
גמל/השתלמות,אנליסט קופת גמל להשקעה מניות,אנליסט שירותי ניהול השקעות,7836,98.6%,71.73%,31.42%,34.32%,0.0%,0.0%,51.03%,-0.35%,0.0%,12.7%,0.0%,2.29%,99.93%,0.07%,65.65%,34.35%,gemel.xml
גמל/השתלמות,אנליסט קופת גמל להשקעה משולב סחיר,אנליסט שירותי ניהול השקעות,7842,46.54%,107.25%,98.06%,37.76%,22.96%,0.0%,28.76%,0.0%,0.0%,9.54%,0.0%,0.98%,100.04%,-0.04%,2.11%,97.89%,gemel.xml
גמל/השתלמות,אנליסט קופת גמל להשקעה עוקב מדד S&amp;P500,אנליסט שירותי ניהול השקעות,13854,99.92%,102.92%,99.79%,37.24%,0.0%,0.0%,53.82%,1.84%,0.0%,7.84%,0.0%,-0.75%,100.49%,-0.49%,78.9%,21.1%,gemel.xml
גמל/השתלמות,אנליסט קופת גמל להשקעה עוקב מדדים - גמיש,אנליסט שירותי ניהול השקעות,7843,98.64%,0.0%,0.0%,0.0%,0.0%,0.0%,98.64%,0.0%,0.0%,1.41%,0.0%,-0.05%,100.05%,-0.05%,100.0%,0.0%,gemel.xml
גמל/השתלמות,אקטיון גמל  IRA,"אקטיון בע""מ",14938,61.06%,59.21%,62.89%,0.0%,9.44%,0.0%,58.82%,0.0%,0.0%,24.02%,3.81%,3.92%,100.1%,-0.1%,80.4%,19.6%,gemel.xml
גמל/השתלמות,אקטיון השתלמות  IRA,"אקטיון בע""מ",14936,80.14%,77.2%,77.53%,0.0%,12.05%,0.0%,77.21%,0.0%,0.0%,2.7%,5.2%,2.84%,100.14%,-0.14%,79.11%,20.89%,gemel.xml
גמל/השתלמות,ארם 50-60,"ארגון הרופאים, אגודה עות'מאנית",9920,46.26%,46.59%,19.91%,13.91%,12.17%,0.42%,45.07%,0.09%,1.09%,2.15%,3.01%,22.08%,76.49%,23.51%,53.97%,46.03%,gemel.xml
גמל/השתלמות,ארם 60 ומעלה,"ארגון הרופאים, אגודה עות'מאנית",9921,27.01%,27.91%,18.0%,30.96%,22.62%,0.35%,26.76%,0.0%,0.0%,5.84%,2.5%,10.96%,88.9%,11.1%,70.6%,29.4%,gemel.xml
גמל/השתלמות,ארם עד 50,"ארגון הרופאים, אגודה עות'מאנית",9922,55.95%,38.84%,20.59%,21.67%,12.81%,0.26%,55.45%,0.0%,0.0%,3.13%,1.55%,5.13%,94.71%,5.29%,63.57%,36.43%,gemel.xml
גמל/השתלמות,"בל""ד","בנק דיסקונט לישראל בע""מ",233,43.41%,34.97%,18.02%,32.81%,16.02%,0.77%,38.22%,0.0%,0.0%,3.16%,0.0%,9.02%,90.21%,9.79%,61.19%,38.81%,gemel.xml
גמל/השתלמות,בנין-אחרות,אחר,523,58.35%,37.48%,23.83%,15.57%,23.06%,0.0%,58.35%,0.0%,0.0%,2.04%,0.0%,0.99%,99.01%,0.99%,62.49%,37.51%,gemel.xml
גמל/השתלמות,בר,אחר,263,49.36%,46.98%,21.41%,14.1%,15.44%,0.7%,37.38%,-0.48%,7.56%,2.79%,4.36%,18.15%,71.18%,28.82%,63.02%,36.98%,gemel.xml
גמל/השתלמות,בר א,אחר,539,0.0%,3.91%,0.21%,0.0%,0.0%,1.15%,0.0%,0.55%,2.81%,1.37%,0.0%,94.13%,1.37%,98.63%,96.4%,3.6%,gemel.xml
גמל/השתלמות,גל גמל לבני 50 ומטה,"הסתדרות המורים בישראל, אגודה עות'מאנית",7242,52.65%,34.94%,18.24%,16.84%,24.36%,0.2%,52.65%,0.0%,0.0%,4.61%,0.0%,1.33%,98.46%,1.54%,64.7%,35.3%,gemel.xml
גמל/השתלמות,גל גמל לבני 50 עד 60,"הסתדרות המורים בישראל, אגודה עות'מאנית",7243,44.82%,34.82%,18.14%,20.13%,19.87%,0.25%,44.39%,0.01%,0.12%,2.05%,0.43%,12.76%,86.82%,13.18%,65.01%,34.99%,gemel.xml
גמל/השתלמות,גל גמל לבני 60 ומעלה,"הסתדרות המורים בישראל, אגודה עות'מאנית",7244,22.01%,18.98%,15.01%,38.48%,36.5%,0.3%,22.01%,0.0%,0.0%,2.25%,0.0%,0.46%,99.23%,0.77%,80.71%,19.29%,gemel.xml
גמל/השתלמות,גל גמל עוקב מדדי מניות,"הסתדרות המורים בישראל, אגודה עות'מאנית",15377,91.37%,63.84%,24.09%,0.0%,0.0%,0.0%,91.27%,0.0%,0.0%,8.74%,0.0%,-0.02%,100.02%,-0.02%,75.94%,24.06%,gemel.xml
גמל/השתלמות,"גל קופ""ג להשקעה כללי","הסתדרות המורים בישראל, אגודה עות'מאנית",14118,44.33%,25.67%,20.57%,24.81%,26.89%,0.0%,44.33%,0.0%,0.0%,4.2%,0.0%,-0.23%,100.23%,-0.23%,79.42%,20.58%,gemel.xml
גמל/השתלמות,"גל קופ""ג להשקעה מניות","הסתדרות המורים בישראל, אגודה עות'מאנית",14119,96.44%,52.97%,24.76%,0.0%,0.0%,0.0%,96.35%,0.0%,0.0%,3.65%,0.0%,-0.01%,100.01%,-0.01%,75.26%,24.74%,gemel.xml
גמל/השתלמות,גלובל נט גמל IRA,"גלובלנט אחזקות בע""מ",1541,62.35%,52.43%,54.78%,1.38%,7.81%,0.0%,62.28%,0.0%,0.0%,11.73%,12.89%,3.9%,96.3%,3.7%,64.09%,35.91%,gemel.xml
גמל/השתלמות,גלובל נט גמל בניהול אישי,"גלובלנט אחזקות בע""מ",2098,49.46%,58.33%,60.52%,0.93%,5.93%,0.0%,49.12%,0.0%,0.0%,7.38%,9.91%,26.72%,73.33%,26.67%,58.47%,41.53%,gemel.xml
גמל/השתלמות,גלובל נט השתלמות IRA,"גלובלנט אחזקות בע""מ",1542,73.1%,60.56%,62.21%,2.24%,3.72%,0.0%,72.65%,0.0%,0.0%,6.05%,14.74%,0.61%,99.53%,0.47%,54.32%,45.68%,gemel.xml
גמל/השתלמות,גלובל נט השתלמות בניהול אישי,"גלובלנט אחזקות בע""מ",2100,59.94%,59.6%,61.74%,0.78%,3.97%,0.0%,59.79%,0.0%,0.0%,11.45%,10.34%,13.68%,86.48%,13.52%,61.63%,38.37%,gemel.xml
גמל/השתלמות,גמל להשקעה האוניברסיטה העברית  מניות,אחר,13680,98.12%,71.53%,37.27%,0.0%,4.6%,0.0%,87.81%,0.0%,0.0%,3.38%,1.96%,2.24%,96.31%,3.69%,46.27%,53.73%,gemel.xml
גמל/השתלמות,דיסקונט לפיצויים,אחר,239,45.55%,35.4%,21.08%,17.88%,25.3%,0.4%,34.36%,-0.68%,3.34%,9.29%,6.83%,3.28%,92.12%,7.88%,70.13%,29.87%,gemel.xml
גמל/השתלמות,הדס,אחר,684,33.07%,0.0%,0.0%,65.49%,0.0%,0.0%,33.07%,0.0%,0.0%,1.48%,0.0%,-0.04%,100.04%,-0.04%,100.0%,0.0%,gemel.xml
גמל/השתלמות,הנדסאים גמל - 60 ומעלה,הסתדרות העובדים הכללית החדשה,9955,28.35%,23.26%,14.46%,35.98%,27.81%,0.89%,28.35%,0.0%,0.0%,6.3%,0.0%,0.67%,98.44%,1.56%,73.76%,26.24%,gemel.xml
גמל/השתלמות,הנדסאים גמל - מניות,הסתדרות העובדים הכללית החדשה,15374,95.0%,63.26%,23.07%,0.0%,0.0%,0.0%,94.98%,0.0%,0.0%,5.06%,0.0%,-0.04%,100.04%,-0.04%,85.09%,14.91%,gemel.xml
גמל/השתלמות,הנדסאים גמל - מסלול 50-60,הסתדרות העובדים הכללית החדשה,9954,46.56%,49.18%,19.75%,18.03%,19.77%,0.8%,37.62%,0.0%,1.63%,4.45%,2.68%,15.02%,82.94%,17.06%,57.45%,42.55%,gemel.xml
גמל/השתלמות,הנדסאים גמל - מסלול עד 50,הסתדרות העובדים הכללית החדשה,9953,61.11%,47.69%,19.35%,8.03%,27.65%,0.0%,61.11%,0.0%,0.0%,2.54%,0.0%,0.67%,99.33%,0.67%,58.01%,41.99%,gemel.xml
גמל/השתלמות,"הנדסאים השתלמות - מסלול אשראי ואג""ח",אחר,1384,13.38%,14.91%,5.52%,42.83%,37.24%,0.47%,11.69%,0.0%,0.0%,7.38%,0.0%,0.4%,99.25%,0.75%,80.47%,19.53%,gemel.xml
גמל/השתלמות,הנדסאים השתלמות - מסלול כללי,אחר,290,46.73%,48.73%,19.3%,19.81%,20.29%,0.86%,35.51%,0.0%,2.31%,5.11%,2.08%,14.02%,83.34%,16.66%,58.4%,41.6%,gemel.xml
גמל/השתלמות,הנדסאים השתלמות - מסלול מניות,אחר,1318,96.6%,64.75%,25.32%,0.0%,0.33%,0.0%,93.32%,0.0%,0.0%,5.46%,0.79%,0.1%,100.07%,-0.07%,75.68%,24.32%,gemel.xml
גמל/השתלמות,הנדסאים להשקעה - מסלול s&amp;p 500,הסתדרות העובדים הכללית החדשה,15375,99.54%,99.54%,99.68%,0.0%,0.0%,0.0%,99.54%,0.0%,0.0%,0.53%,0.0%,-0.07%,100.07%,-0.07%,92.86%,7.14%,gemel.xml
גמל/השתלמות,"הנדסאים להשקעה - מסלול אשראי ואג""ח",הסתדרות העובדים הכללית החדשה,14029,14.0%,10.64%,5.19%,40.66%,41.96%,0.0%,13.92%,0.0%,0.0%,3.42%,0.0%,0.04%,99.96%,0.04%,97.49%,2.51%,gemel.xml
גמל/השתלמות,הנדסאים להשקעה - מסלול כללי,הסתדרות העובדים הכללית החדשה,14027,48.27%,37.48%,17.87%,23.4%,27.33%,0.0%,46.44%,0.0%,0.0%,1.07%,1.81%,-0.05%,100.05%,-0.05%,89.46%,10.54%,gemel.xml
גמל/השתלמות,הנדסאים להשקעה - מסלול מניות,הסתדרות העובדים הכללית החדשה,14028,98.97%,67.94%,21.66%,0.0%,0.0%,0.0%,98.95%,0.0%,0.0%,1.22%,0.0%,-0.17%,100.17%,-0.17%,76.62%,23.38%,gemel.xml
גמל/השתלמות,הנדסאיםהשתלמות -  מסלול s&amp;p 500,אחר,15370,96.97%,96.97%,97.01%,0.0%,0.0%,0.0%,96.97%,0.0%,0.0%,2.95%,0.0%,0.09%,99.91%,0.09%,84.91%,15.09%,gemel.xml
גמל/השתלמות,הפניקס גמולה מבטיחת תשואה,"הפניקס אחזקות בע""מ",528,5.11%,2.38%,3.2%,0.0%,5.05%,1.55%,5.11%,0.0%,0.78%,1.89%,0.0%,85.62%,10.9%,89.1%,99.41%,0.59%,gemel.xml
גמל/השתלמות,"הפניקס גמל אג""ח סחיר","הפניקס אחזקות בע""מ",15208,19.98%,6.89%,11.43%,24.43%,47.04%,3.01%,18.78%,0.0%,0.0%,6.49%,0.0%,0.24%,95.73%,4.27%,92.86%,7.14%,gemel.xml
גמל/השתלמות,"הפניקס גמל אשראי ואג""ח","הפניקס אחזקות בע""מ",385,0.24%,15.2%,12.0%,34.0%,45.05%,3.23%,0.05%,-0.09%,7.93%,4.31%,1.12%,4.39%,84.54%,15.46%,86.07%,13.93%,gemel.xml
גמל/השתלמות,הפניקס גמל בניהול אישי,"הפניקס אחזקות בע""מ",2023,36.49%,82.13%,89.85%,0.66%,49.51%,0.0%,28.94%,0.0%,0.0%,1.97%,3.05%,15.87%,84.13%,15.87%,9.98%,90.02%,gemel.xml
גמל/השתלמות,הפניקס גמל כספי (שיקלי),"הפניקס אחזקות בע""מ",9906,0.0%,0.0%,0.0%,76.46%,20.18%,0.0%,0.0%,0.0%,1.4%,1.26%,0.0%,0.7%,97.9%,2.1%,100.0%,0.0%,gemel.xml
גמל/השתלמות,הפניקס גמל לבני 50 ומטה,"הפניקס אחזקות בע""מ",9916,56.32%,53.54%,24.79%,8.4%,9.09%,1.18%,39.54%,-1.93%,6.15%,17.96%,1.25%,18.38%,71.98%,28.02%,62.59%,37.41%,gemel.xml
גמל/השתלמות,הפניקס גמל לבני 60 ומעלה,"הפניקס אחזקות בע""מ",401,25.5%,37.21%,17.44%,21.98%,20.94%,1.93%,18.14%,-0.82%,8.75%,10.41%,0.95%,17.7%,69.97%,30.03%,71.04%,28.96%,gemel.xml
גמל/השתלמות,"הפניקס גמל להשקעה אג""ח סחיר","הפניקס אחזקות בע""מ",15215,0.36%,4.42%,10.25%,24.59%,63.99%,4.15%,0.08%,0.0%,0.0%,7.14%,0.0%,0.05%,95.81%,4.19%,94.5%,5.5%,gemel.xml
גמל/השתלמות,"הפניקס גמל להשקעה אשראי ואג""ח","הפניקס אחזקות בע""מ",7905,0.27%,18.33%,12.43%,24.97%,49.81%,3.06%,0.06%,-0.1%,11.04%,5.74%,1.45%,3.97%,82.04%,17.96%,82.25%,17.75%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה כללי,"הפניקס אחזקות בע""מ",7908,45.21%,44.81%,22.28%,16.69%,13.54%,1.03%,31.89%,-1.62%,8.81%,16.79%,1.3%,11.59%,77.06%,22.94%,69.16%,30.84%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה כספי (שקלי),"הפניקס אחזקות בע""מ",13209,0.0%,0.0%,0.0%,76.59%,20.21%,0.0%,0.0%,0.0%,1.77%,0.84%,0.0%,0.59%,97.64%,2.36%,100.0%,0.0%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה מניות,"הפניקס אחזקות בע""מ",7975,93.58%,60.76%,30.41%,5.56%,1.12%,0.0%,62.34%,-3.49%,1.6%,30.19%,1.36%,1.32%,99.05%,0.95%,67.08%,32.92%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה מניות סחיר,"הפניקס אחזקות בע""מ",15233,95.46%,14.87%,15.82%,0.27%,2.61%,0.0%,90.62%,0.0%,0.0%,5.53%,0.0%,0.96%,94.05%,5.95%,85.66%,14.34%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה משולב סחיר,"הפניקס אחזקות בע""מ",15214,49.65%,46.08%,21.38%,15.94%,30.34%,1.39%,32.1%,-2.03%,0.0%,18.99%,1.92%,1.35%,98.6%,1.4%,69.21%,30.79%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה עוקב מדד S&amp;P500,"הפניקס אחזקות בע""מ",13250,98.8%,106.27%,98.76%,7.18%,0.0%,0.0%,22.63%,0.0%,0.0%,73.54%,0.0%,-3.37%,101.44%,-1.44%,73.51%,26.49%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה עוקב מדדי מניות,"הפניקס אחזקות בע""מ",7907,96.01%,88.75%,96.13%,0.95%,0.0%,0.0%,77.53%,0.0%,0.0%,25.23%,0.0%,-3.71%,104.04%,-4.04%,20.32%,79.68%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה עוקב מדדים - גמיש,"הפניקס אחזקות בע""מ",7909,49.75%,97.59%,90.63%,0.18%,7.2%,0.0%,33.67%,0.0%,0.0%,59.96%,0.0%,-1.02%,100.99%,-0.99%,30.71%,69.29%,gemel.xml
גמל/השתלמות,הפניקס גמל להשקעה שריעה,"הפניקס אחזקות בע""מ",8004,89.01%,95.72%,95.72%,0.0%,0.0%,0.0%,88.96%,0.0%,0.0%,11.04%,0.0%,0.0%,100.0%,0.0%,4.33%,95.67%,gemel.xml
גמל/השתלמות,"הפניקס גמל להשקעהאשראי ואג""ח עם מניות (עד 25% מניות)","הפניקס אחזקות בע""מ",7906,18.4%,24.75%,16.22%,20.54%,35.99%,2.58%,12.75%,-0.7%,12.59%,9.67%,1.52%,5.06%,80.02%,19.98%,81.44%,18.56%,gemel.xml
גמל/השתלמות,הפניקס גמל מניות סחיר,"הפניקס אחזקות בע""מ",15209,93.86%,13.75%,14.15%,0.25%,2.41%,0.0%,89.39%,0.0%,0.0%,7.03%,0.0%,0.92%,94.47%,5.53%,86.73%,13.27%,gemel.xml
גמל/השתלמות,הפניקס גמל מסלול לבני 50 עד 60,"הפניקס אחזקות בע""מ",9529,44.62%,47.63%,21.58%,15.46%,10.33%,0.94%,30.32%,-1.5%,9.86%,17.57%,1.23%,15.78%,71.42%,28.58%,66.67%,33.33%,gemel.xml
גמל/השתלמות,הפניקס גמל מסלול מניות,"הפניקס אחזקות בע""מ",961,92.92%,61.18%,30.48%,5.48%,1.13%,0.0%,62.13%,-3.44%,0.44%,30.37%,1.34%,2.55%,98.59%,1.41%,65.98%,34.02%,gemel.xml
גמל/השתלמות,הפניקס גמל מסלול משולב סחיר,"הפניקס אחזקות בע""מ",14281,49.04%,45.08%,19.74%,16.34%,30.35%,1.36%,32.08%,-1.93%,0.0%,18.82%,1.6%,1.38%,98.46%,1.54%,69.65%,30.35%,gemel.xml
גמל/השתלמות,הפניקס גמל מסלולית לפיצויים רבת מסלולים,"הפניקס אחזקות בע""מ",9418,43.84%,37.45%,19.43%,15.99%,34.67%,1.86%,29.7%,-1.63%,0.0%,15.59%,1.87%,1.96%,97.05%,2.95%,74.0%,26.0%,gemel.xml
גמל/השתלמות,הפניקס גמל עוקב  מדד s&amp;p500,"הפניקס אחזקות בע""מ",13263,98.82%,106.3%,98.78%,7.19%,0.0%,0.0%,22.64%,0.0%,0.0%,73.52%,0.0%,-3.35%,101.43%,-1.43%,73.5%,26.5%,gemel.xml
גמל/השתלמות,הפניקס גמל עוקב מדדי מניות,"הפניקס אחזקות בע""מ",15210,95.97%,88.69%,96.28%,0.95%,0.0%,0.0%,77.49%,0.0%,0.0%,25.25%,0.0%,-3.7%,104.02%,-4.02%,20.38%,79.62%,gemel.xml
גמל/השתלמות,הפניקס גמל עוקב מדדים - גמיש,"הפניקס אחזקות בע""מ",15234,48.04%,97.84%,90.83%,7.39%,7.34%,0.0%,26.54%,0.0%,0.0%,59.71%,0.0%,-0.98%,100.96%,-0.96%,29.56%,70.44%,gemel.xml
גמל/השתלמות,הפניקס גמל שריעה,"הפניקס אחזקות בע""מ",2049,90.64%,97.47%,97.47%,0.0%,0.0%,0.0%,90.58%,0.0%,0.0%,9.41%,0.0%,0.0%,100.0%,0.0%,2.59%,97.41%,gemel.xml
גמל/השתלמות,"הפניקס השתלמות אג""ח סחיר","הפניקס אחזקות בע""מ",15212,0.34%,5.04%,10.67%,27.62%,62.4%,4.04%,0.08%,0.0%,0.0%,5.81%,0.0%,0.05%,95.92%,4.08%,94.17%,5.83%,gemel.xml
גמל/השתלמות,"הפניקס השתלמות אשראי ואג""ח","הפניקס אחזקות בע""מ",716,0.2%,16.21%,10.37%,32.98%,43.93%,3.21%,0.04%,-0.1%,10.6%,4.01%,1.46%,3.86%,82.44%,17.56%,84.69%,15.31%,gemel.xml
גמל/השתלמות,"הפניקס השתלמות אשראי ואג""ח עם מניות (עד 25% מניות)","הפניקס אחזקות בע""מ",1100,12.32%,29.73%,18.74%,18.98%,34.98%,3.22%,8.7%,-0.31%,12.9%,5.09%,1.39%,15.06%,67.31%,32.69%,74.76%,25.24%,gemel.xml
גמל/השתלמות,הפניקס השתלמות בניהול אישי,"הפניקס אחזקות בע""מ",2024,52.83%,67.5%,61.65%,0.76%,17.57%,0.0%,32.78%,0.0%,0.0%,4.68%,6.76%,37.45%,62.74%,37.26%,36.36%,63.64%,gemel.xml
גמל/השתלמות,הפניקס השתלמות הלכה,"הפניקס אחזקות בע""מ",9528,50.22%,45.37%,21.79%,13.45%,18.55%,0.0%,29.57%,0.0%,3.82%,34.25%,0.0%,0.36%,95.87%,4.13%,75.8%,24.2%,gemel.xml
גמל/השתלמות,הפניקס השתלמות כללי,"הפניקס אחזקות בע""מ",964,46.63%,50.01%,23.54%,12.46%,10.98%,1.03%,33.32%,-1.57%,9.3%,14.76%,1.27%,18.45%,68.88%,31.12%,63.9%,36.1%,gemel.xml
גמל/השתלמות,הפניקס השתלמות כספי (שקלי),"הפניקס אחזקות בע""מ",715,0.0%,0.0%,0.0%,72.15%,19.04%,0.0%,0.0%,0.0%,7.09%,1.06%,0.0%,0.66%,92.25%,7.75%,100.0%,0.0%,gemel.xml
גמל/השתלמות,הפניקס השתלמות מניות,"הפניקס אחזקות בע""מ",968,89.7%,57.66%,29.59%,5.0%,1.12%,0.0%,60.94%,-3.13%,3.43%,27.55%,1.22%,3.87%,93.84%,6.16%,67.27%,32.73%,gemel.xml
גמל/השתלמות,הפניקס השתלמות מניות סחיר,"הפניקס אחזקות בע""מ",15232,95.09%,14.8%,14.49%,0.27%,2.6%,0.0%,90.27%,0.0%,0.0%,5.85%,0.0%,1.01%,94.02%,5.98%,85.72%,14.28%,gemel.xml
גמל/השתלמות,הפניקס השתלמות משולב סחיר,"הפניקס אחזקות בע""מ",15211,48.39%,44.14%,20.55%,16.89%,30.01%,1.37%,31.68%,-1.91%,0.0%,19.11%,1.58%,1.28%,98.54%,1.46%,70.45%,29.55%,gemel.xml
גמל/השתלמות,הפניקס השתלמות עוקב  מדד s&amp;p500,"הפניקס אחזקות בע""מ",13264,98.68%,106.18%,98.67%,7.18%,0.0%,0.0%,22.61%,0.0%,0.0%,73.55%,0.0%,-3.34%,101.42%,-1.42%,73.51%,26.49%,gemel.xml
גמל/השתלמות,הפניקס השתלמות עוקב מדדי מניות,"הפניקס אחזקות בע""מ",15007,95.89%,88.63%,95.99%,0.95%,0.0%,0.0%,77.42%,0.0%,0.0%,25.35%,0.0%,-3.73%,104.05%,-4.05%,20.44%,79.56%,gemel.xml
גמל/השתלמות,הפניקס השתלמות עוקב מדדים גמיש,"הפניקס אחזקות בע""מ",8629,50.53%,97.39%,94.66%,0.08%,7.07%,0.0%,35.91%,0.0%,0.0%,58.17%,0.0%,-1.23%,101.19%,-1.19%,29.58%,70.42%,gemel.xml
גמל/השתלמות,הפניקס השתלמות שריעה,"הפניקס אחזקות בע""מ",2058,88.02%,95.63%,95.63%,0.0%,0.0%,0.0%,87.97%,0.0%,0.0%,11.99%,0.0%,0.04%,99.96%,0.04%,4.43%,95.57%,gemel.xml
גמל/השתלמות,הפניקס חיסכון לילד - הלכה,"הפניקס אחזקות בע""מ",11335,43.66%,42.32%,25.86%,16.87%,21.73%,0.0%,30.71%,0.0%,0.0%,30.34%,0.0%,0.35%,99.68%,0.32%,71.43%,28.57%,gemel.xml
גמל/השתלמות,הפניקס חיסכון לילד - חוסכים המעדיפים סיכון בינוני,"הפניקס אחזקות בע""מ",11312,45.41%,43.77%,21.74%,13.6%,27.13%,1.52%,30.95%,-1.66%,5.52%,17.05%,1.77%,4.12%,89.57%,10.43%,69.52%,30.48%,gemel.xml
גמל/השתלמות,הפניקס חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,"הפניקס אחזקות בע""מ",11311,92.08%,56.39%,23.3%,0.87%,0.0%,0.0%,18.17%,0.0%,0.0%,81.37%,0.0%,-0.41%,99.25%,0.75%,86.31%,13.69%,gemel.xml
גמל/השתלמות,הפניקס חיסכון לילד - חוסכים המעדיפים סיכון מועט,"הפניקס אחזקות בע""מ",11310,0.42%,19.48%,13.2%,34.34%,46.92%,2.73%,0.22%,-0.06%,4.1%,6.29%,1.05%,4.4%,88.67%,11.33%,81.43%,18.57%,gemel.xml
